QT, "total send out query", "successfully executed query", "queries output an error message", "currentRun"
QT1, 231, 230, 0, 1
QT1, 231, 230, 0, 2
QT1, 231, 230, 0, 3
QT1, 231, 230, 0, 4
QT1, 231, 230, 0, 5
QT1, 231, 230, 0, 6
QT2, 175, 174, 0, 1
QT2, 175, 174, 0, 2
QT2, 175, 174, 0, 3
QT2, 193, 192, 0, 4
QT2, 175, 174, 0, 5
QT2, 175, 174, 0, 6
QT3, 185, 184, 0, 1
QT3, 185, 184, 0, 2
QT3, 185, 184, 0, 3
QT3, 185, 184, 0, 4
QT3, 185, 184, 0, 5
QT3, 185, 184, 0, 6
