"Client Nr","Query Index","Execution time","Error"
1,1,75,0
1,2,289,0
1,3,22,0
1,4,81,0
1,5,3479,0
1,6,85,0
1,7,43,0
1,8,1598,0
1,9,837,0
1,10,62,0
1,11,4842,0
1,12,1605,0
1,13,22,0
1,14,119,0
1,15,93,0
1,16,46,0
1,17,50,0
1,18,285,0
1,19,16,0
1,20,82,0
