"Client Nr","Query Index","Execution time","Error"
1,1,78,0
1,2,296,0
1,3,18,0
1,4,94,0
1,5,3443,0
1,6,90,0
1,7,39,0
1,8,1625,0
1,9,841,0
1,10,64,0
1,11,4679,0
1,12,1648,0
1,13,23,0
1,14,172,0
1,15,147,0
1,16,49,0
1,17,47,0
1,18,294,0
1,19,18,0
1,20,87,0
