"Client Nr","Query Index","Execution time","Error"
1,1,88,0
1,2,10252,0
1,3,21,0
1,4,73,0
1,5,6703,0
1,6,56,0
1,7,39,0
1,8,152,0
1,9,6091,0
1,10,42,0
1,11,144,0
1,12,78,0
1,13,22,0
1,14,37,0
1,15,8804,0
1,16,11,0
1,17,55,0
1,18,8152,0
1,19,76,0
1,20,13,0
1,21,91,0
1,22,6115,0
1,23,40,0
1,24,157,0
1,25,51,0
1,26,21,0
1,27,35,0
1,28,8801,0
1,29,10,0
1,30,53,0
