"Client Nr","Query Index","Execution time","Error"
1,1,95,0
1,2,10357,0
1,3,15,0
1,4,62,0
1,5,6308,0
1,6,55,0
1,7,20,0
1,8,173,0
1,9,6144,0
1,10,38,0
1,11,137,0
1,12,76,0
1,13,18,0
1,14,34,0
1,15,8765,0
1,16,12,0
1,17,51,0
1,18,7922,0
1,19,69,0
1,20,11,0
1,21,97,0
1,22,6157,0
1,23,40,0
1,24,136,0
1,25,80,0
1,26,17,0
1,27,34,0
1,28,8840,0
1,29,11,0
1,30,51,0
