QT3, 15616, 15566, 0, 1
QT3, 14256, 14200, 6, 1
QT3, 14160, 14110, 0, 1
QT3, 14231, 14181, 0, 1
QT3, 14276, 14215, 11, 1
QT3, 14206, 14156, 0, 1
QT5, 327, 277, 0, 1
QT5, 333, 283, 0, 1
QT5, 325, 275, 0, 1
QT5, 326, 276, 0, 1
QT5, 324, 274, 0, 1
QT5, 336, 286, 0, 1
QT9, 396, 346, 0, 1
QT9, 397, 347, 0, 1
QT9, 396, 346, 0, 1
QT9, 394, 344, 0, 1
QT9, 390, 340, 0, 1
QT9, 396, 346, 0, 1
QT10, 183, 133, 0, 1
QT10, 182, 132, 0, 1
QT10, 184, 134, 0, 1
QT10, 183, 133, 0, 1
QT10, 184, 134, 0, 1
QT10, 183, 133, 0, 1
QT11, 397, 347, 0, 1
QT11, 398, 348, 0, 1
QT11, 400, 350, 0, 1
QT11, 398, 348, 0, 1
QT11, 402, 352, 0, 1
QT11, 400, 350, 0, 1
