QT1,1648,1647,0,1
QT1,1691,1690,0,1
QT1,1739,1738,0,1
QT1,1719,1718,0,1
QT1,1743,1742,0,1
QT1,1692,1691,0,1
QT2,6,5,0,1
QT2,6,5,0,1
QT2,6,5,0,1
QT2,6,5,0,1
QT2,6,5,0,1
QT2,6,5,0,1
QT3, 5883, 5882, 0, 1
QT3, 5927, 5926, 0, 1
QT3, 5942, 5941, 0, 1
QT3, 5872, 5871, 0, 1
QT3, 6144, 6143, 0, 1
QT3, 5958, 5957, 0, 1
QT4,378,377,0,1
QT4,373,372,0,1
QT4,375,374,0,1
QT4,368,367,0,1
QT4,369,368,0,1
QT4,375,374,0,1
QT5,11,10,0,1
QT5,11,10,0,1
QT5,11,10,0,1
QT5,11,10,0,1
QT5,11,10,0,1
QT5,11,10,0,1
QT6,404,403,0,1
QT6,402,401,0,1
QT6,400,399,0,1
QT6,394,393,0,1
QT6,405,404,0,1
QT6,399,398,0,1
QT7,1927,1926,0,1
QT7,1937,1936,0,1
QT7,1937,1936,0,1
QT7,1938,1937,0,1
QT7,1945,1944,0,1
QT7,1936,1935,0,1
QT8,37,36,0,1
QT8,37,36,0,1
QT8,37,36,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT9,9,8,0,1
QT9,9,8,0,1
QT9,9,8,0,1
QT9,9,8,0,1
QT9,9,8,0,1
QT9,9,8,0,1
QT10,13,12,0,1
QT10,13,12,0,1
QT10,13,12,0,1
QT10,13,12,0,1
QT10,13,12,0,1
QT11,36,35,0,1
QT11,36,35,0,1
QT11,36,35,0,1
QT11,36,35,0,1
QT11,36,35,0,1
QT11,36,35,0,1
QT12,4166,4165,0,1
QT12,4304,4303,0,1
QT12,4171,4170,0,1
QT12,4291,4290,0,1
QT12,4295,4294,0,1
QT12,4309,4308,0,1
QT13,1185,1184,0,1
QT13,1188,1187,0,1
QT13,1187,1186,0,1
QT13,1180,1179,0,1
QT13,1188,1187,0,1
QT13,1187,1186,0,1
QT14,1194,1193,0,1
QT14,1182,1181,0,1
QT14,1167,1166,0,1
QT14,1155,1154,0,1
QT14,1173,1172,0,1
QT14,1182,1181,0,1
QT15,2361,2360,0,1
QT15,2388,2387,0,1
QT15,2432,2431,0,1
QT15,2437,2436,0,1
QT15,2425,2424,0,1
QT15,2433,2432,0,1
QT16,2416,2415,0,1
QT16,2377,2376,0,1
QT16,2441,2440,0,1
QT16,2433,2432,0,1
QT16,2440,2439,0,1
QT16,2428,2427,0,1
