QT, "total send out query", "successfully executed query", "queries output an error message", "currentRun"
QT0, 25, 24, 0, 1
QT0, 25, 24, 0, 2
QT0, 25, 24, 0, 3
QT0, 25, 24, 0, 4
QT0, 25, 24, 0, 5
QT0, 25, 24, 0, 6
