"Client Nr","Query Index","Execution time","Error"
1,1,78,0
1,2,12373,0
1,3,19,0
1,4,301,0
1,5,5415,0
1,6,238,0
1,7,34,0
1,8,1545,0
1,9,7229,0
1,10,46,0
1,11,4865,0
1,12,1745,0
1,13,22,0
1,14,52,0
1,15,50,0
1,16,26,0
1,17,28,0
1,18,10941,0
1,19,19,0
1,20,182,0
1,21,6077,0
1,22,209,0
1,23,35,0
1,24,1571,0
