"Client Nr","Query Number","Execution time","Error"
1,1,47,0
1,2,118,0
1,3,110,0
1,4,13388,0
1,5,42,0
1,6,151,0
1,7,180,0
1,8,47,0
1,9,6940,0
1,10,64,0
1,11,55,0
1,12,118,0
1,13,10894,0
1,14,11392,0
1,15,60,0
1,16,162,0
1,17,10,0
1,18,12350,0
1,19,73,0
1,20,151,0
1,21,185,0
1,22,13626,0
1,23,47,0
1,24,92,0
1,25,18,0
1,26,57,0
1,27,48,0
1,28,21,0
1,29,52,0
1,30,21,0
1,31,19,0
1,32,14,0
1,33,11,0
1,34,10705,0
1,35,67,0
1,36,6910,0
1,37,46,0
1,38,93,0
1,39,11320,0
1,40,6861,0
1,41,71,0
1,42,11260,0
1,43,20,0
1,44,59,0
1,45,16,0
1,46,42,0
1,47,40,0
1,48,163,0
1,49,6891,0
1,50,17,0
1,51,12,0
1,52,13,0
1,53,47,0
1,54,16,0
1,55,39,0
1,56,38,0
1,57,52,0
1,58,52,0
1,59,61,0
1,60,151,0
1,61,19,0
1,62,14,0
1,63,54,0
1,64,14,0
1,65,76,0
1,66,53,0
1,67,51,0
1,68,40,0
1,69,16,0
1,70,8,0
1,71,14248,0
1,72,17,0
1,73,69,0
1,74,6886,0
1,75,18,0
1,76,10701,0
1,77,67,0
1,78,58,0
1,79,56,0
1,80,16,0
1,81,10640,0
1,82,108,0
1,83,20,0
1,84,44,0
1,85,13,0
1,86,12300,0
1,87,15,0
1,88,11043,0
1,89,83,0
1,90,18,0
1,91,153,0
1,92,62,0
1,93,17,0
1,94,129,0
1,95,56,0
1,96,73,0
1,97,61,0
1,98,118,0
1,99,80,0
1,100,11487,0
1,101,22,0
1,102,78,0
1,103,12,0
1,104,69,0
1,105,50,0
1,106,64,0
1,107,127,0
1,108,10596,0
1,109,10794,0
1,110,19,0
1,111,15,0
1,112,12707,0
1,113,104,0
1,114,70,0
1,115,10704,0
1,116,11305,0
1,117,6900,0
1,118,11,0
1,119,60,0
1,120,6973,0
1,121,11293,0
1,122,11780,0
1,123,156,0
1,124,10171,0
1,125,63,0
1,126,150,0
1,127,16,0
1,128,61,0
1,129,50,0
1,130,57,0
1,131,6921,0
1,132,10252,0
1,133,12415,0
1,134,6878,0
1,135,11,0
1,136,100,0
1,137,49,0
1,138,16,0
1,139,175,0
1,140,6907,0
1,141,81,0
1,142,18,0
1,143,49,0
1,144,14,0
1,145,42,0
1,146,56,0
1,147,9,0
1,148,45,0
1,149,168,0
1,150,49,0
1,151,54,0
1,152,53,0
1,153,49,0
1,154,48,0
1,155,153,0
1,156,64,0
1,157,57,0
1,158,12,0
1,159,7,0
1,160,6851,0
1,161,14,0
1,162,46,0
1,163,42,0
1,164,102,0
1,165,56,0
1,166,48,0
1,167,11191,0
1,168,6925,0
1,169,46,0
1,170,47,0
1,171,7064,0
1,172,62,0
1,173,60,0
1,174,91,0
1,175,10465,0
1,176,175,0
1,177,82,0
1,178,12018,0
1,179,6949,0
1,180,18,0
1,181,40,0
1,182,173,0
1,183,62,0
1,184,17,0
1,185,53,0
1,186,54,0
1,187,55,0
1,188,46,0
1,189,61,0
1,190,12210,0
1,191,15,0
1,192,46,0
1,193,10480,0
1,194,90,0
1,195,59,0
1,196,155,0
1,197,42,0
1,198,39,0
1,199,10,0
1,200,122,0
1,201,41,0
1,202,45,0
1,203,11,0
1,204,43,0
1,205,41,0
1,206,16,0
1,207,49,0
1,208,10713,0
1,209,84,0
1,210,59,0
1,211,13,0
1,212,10772,0
1,213,6937,0
1,214,50,0
1,215,179,0
1,216,202,0
1,217,46,0
1,218,75,0
1,219,44,0
1,220,61,0
1,221,22,0
1,222,20,0
1,223,39,0
1,224,6922,0
1,225,179,0
1,226,11251,0
1,227,23,0
1,228,44,0
1,229,99,0
1,230,52,0
1,231,48,0
1,232,6817,0
1,233,15,0
1,234,68,0
1,235,10327,0
1,236,11726,0
1,237,10025,0
1,238,59,0
1,239,10763,0
1,240,170,0
1,241,51,0
1,242,23,0
1,243,12,0
1,244,58,0
1,245,47,0
1,246,59,0
1,247,54,0
1,248,17,0
1,249,49,0
1,250,40,0
1,251,55,0
1,252,10282,0
1,253,22,0
1,254,50,0
1,255,12,0
1,256,76,0
1,257,62,0
1,258,15,0
1,259,118,0
1,260,6891,0
1,261,14707,0
1,262,95,0
1,263,19,0
1,264,55,0
1,265,45,0
1,266,62,0
1,267,45,0
1,268,41,0
1,269,54,0
1,270,60,0
1,271,11,0
1,272,10,0
1,273,77,0
1,274,149,0
1,275,58,0
1,276,60,0
1,277,80,0
1,278,169,0
1,279,7034,0
1,280,11216,0
