QT1,1645,1643,1,1
QT1,1611,1610,0,1
QT1,1614,1613,0,1
QT1,1608,1607,0,1
QT1,1661,1660,0,1
QT1,1668,1667,0,1
QT2,243,242,0,1
QT2,241,240,0,1
QT2,239,238,0,1
QT2,240,239,0,1
QT2,240,239,0,1
QT2,242,241,0,1
QT3,5795,5794,0,1
QT3,5812,5811,0,1
QT3,6200,6199,0,1
QT3,5953,5952,0,1
QT3,5808,5807,0,1
QT3,5967,5966,0,1
QT4,1005,1004,0,1
QT4,1024,1023,0,1
QT4,1010,1009,0,1
QT4,1009,1008,0,1
QT4,1014,1013,0,1
QT4,1003,1002,0,1
QT5,1473,3,1469,1
QT5, 11, 10, 0, 1
QT5, 11, 10, 0, 1
QT5, 11, 10, 0, 1
QT5, 11, 10, 0, 1
QT5, 11, 10, 0, 1
QT5, 11, 10, 0, 1
QT6,1287,1286,0,1
QT6,1316,1315,0,1
QT6,1331,1330,0,1
QT6,1398,1397,0,1
QT6,1445,1444,0,1
QT7,2319,2318,0,1
QT7,2405,2404,0,1
QT7,2398,2397,0,1
QT7,2428,2427,0,1
QT7,2367,2366,0,1
QT7,2351,2350,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT8,38,37,0,1
QT9,273,272,0,1
QT9,272,271,0,1
QT9,272,271,0,1
QT9,265,264,0,1
QT9,274,273,0,1
QT9,270,269,0,1
QT10,13,12,0,1
QT10,13,12,0,1
QT10,14,12,1,1
QT10,13,12,0,1
QT10,13,12,0,1
QT11,37,36,0,1
QT11,37,36,0,1
QT11,37,36,0,1
QT11,37,36,0,1
QT11,37,36,0,1
QT11,37,36,0,1
QT12,4102,4101,0,1
QT12,4184,4183,0,1
QT12,4255,4254,0,1
QT12,4116,4115,0,1
QT12,4476,4475,0,1
QT12,4348,4347,0,1
QT13,1164,1163,0,1
QT13,1143,1142,0,1
QT13,1161,1160,0,1
QT13,1168,1167,0,1
QT13,1189,1188,0,1
QT13,1180,1179,0,1
QT14,1195,1194,0,1
QT14,1196,1195,0,1
QT14,1147,1146,0,1
QT14,1158,1157,0,1
QT14,1185,1184,0,1
QT14,1186,1185,0,1
QT15,2441,2440,0,1
QT15,2445,2444,0,1
QT15,2456,2455,0,1
QT15,2444,2443,0,1
QT15,2449,2448,0,1
QT15,2465,2464,0,1
QT16,2440,2439,0,1
QT16,2423,2422,0,1
QT16,2460,2459,0,1
QT16,2455,2454,0,1
QT16,2454,2453,0,1
QT16,2432,2431,0,1
