QT, "total send out query", "successfully executed query", "queries output an error message", "currentRun"
QT1, 466, 465, 0, 1
QT1, 474, 473, 0, 2
QT1, 473, 472, 0, 3
QT1, 466, 465, 0, 4
QT1, 466, 465, 0, 5
QT1, 466, 465, 0, 6
QT2, 493, 492, 0, 1
QT2, 490, 489, 0, 2
QT2, 490, 489, 0, 3
QT2, 493, 492, 0, 4
QT2, 493, 492, 0, 5
QT3, 424, 423, 0, 1
QT3, 424, 423, 0, 2
QT3, 424, 423, 0, 3
QT3, 424, 423, 0, 4
QT3, 439, 438, 0, 5
QT3, 424, 423, 0, 6
