QT1, 1670, 1669, 0, 1
QT1, 1672, 1671, 0, 1
QT1, 1654, 1653, 0, 1
QT1, 1657, 1656, 0, 1
QT1, 1739, 1738, 0, 1
QT1, 1727, 1726, 0, 1
QT2, 252, 251, 0, 1
QT2, 249, 248, 0, 1
QT2, 253, 252, 0, 1
QT2, 248, 247, 0, 1
QT2, 249, 248, 0, 1
QT2, 249, 248, 0, 1
QT3, 6003, 6002, 0, 1
QT3, 6134, 6133, 0, 1
QT3, 6023, 6022, 0, 1
QT3, 6015, 6014, 0, 1
QT3, 6002, 6001, 0, 1
QT3, 5937, 5936, 0, 1
QT4, 989, 988, 0, 1
QT4, 1001, 1000, 0, 1
QT4, 1024, 1023, 0, 1
QT4, 1017, 1016, 0, 1
QT4, 1010, 1009, 0, 1
QT4, 1029, 1028, 0, 1
QT5, 19, 18, 0, 1
QT5, 19, 18, 0, 1
QT5, 19, 18, 0, 1
QT5, 19, 18, 0, 1
QT5, 19, 18, 0, 1
QT5, 19, 18, 0, 1
QT6, 1276, 1275, 0, 1
QT6, 1283, 1282, 0, 1
QT6, 1279, 1278, 0, 1
QT6, 1287, 1286, 0, 1
QT6, 1402, 1401, 0, 1
QT6, 1288, 1287, 0, 1
QT7, 2353, 2352, 0, 1
QT7, 2401, 2400, 0, 1
QT7, 2366, 2365, 0, 1
QT7, 2377, 2376, 0, 1
QT7, 2363, 2362, 0, 1
QT7, 2242, 2241, 0, 1
QT8, 38, 37, 0, 1
QT8, 38, 37, 0, 1
QT8, 38, 37, 0, 1
QT8, 38, 37, 0, 1
QT8, 38, 37, 0, 1
QT8, 38, 37, 0, 1
QT9, 269, 268, 0, 1
QT9, 278, 277, 0, 1
QT9, 277, 276, 0, 1
QT9, 276, 275, 0, 1
QT9, 276, 275, 0, 1
QT9, 273, 272, 0, 1
QT10, 13, 12, 0, 1
QT10, 13, 12, 0, 1
QT10, 13, 12, 0, 1
QT10, 13, 12, 0, 1
QT10, 13, 12, 0, 1
QT10, 13, 12, 0, 1
QT11, 37, 36, 0, 1
QT11, 37, 36, 0, 1
QT11, 37, 36, 0, 1
QT11, 37, 36, 0, 1
QT11, 37, 36, 0, 1
QT11, 37, 36, 0, 1
QT12, 4303, 4302, 0, 1
QT12, 4270, 4269, 0, 1
QT12, 4291, 4290, 0, 1
QT12, 4366, 4365, 0, 1
QT12, 4377, 4376, 0, 1
QT12, 4270, 4269, 0, 1
QT13, 1190, 1189, 0, 1
QT13, 1182, 1181, 0, 1
QT13, 1186, 1185, 0, 1
QT13, 1181, 1180, 0, 1
QT13, 1188, 1187, 0, 1
QT13, 1139, 1138, 0, 1
QT14, 1180, 1179, 0, 1
QT14, 1194, 1193, 0, 1
QT14, 1186, 1185, 0, 1
QT14, 1117, 1116, 0, 1
QT14, 1181, 1180, 0, 1
QT14, 1190, 1189, 0, 1
QT15, 2435, 2434, 0, 1
QT15, 2389, 2388, 0, 1
QT15, 2301, 2300, 0, 1
QT15, 2447, 2446, 0, 1
QT15, 2443, 2442, 0, 1
QT15, 2441, 2440, 0, 1
QT16, 2421, 2420, 0, 1
QT16, 2460, 2459, 0, 1
QT16, 2437, 2436, 0, 1
QT16, 2455, 2454, 0, 1
QT16, 2362, 2361, 0, 1
QT16, 2360, 2359, 0, 1
