"Client Nr","Query Number","Execution time","Error"
1,1,469,0
1,2,327,0
1,3,328,0
1,4,478,0
1,5,338,0
1,6,438,0
1,7,342,0
1,8,332,0
1,9,322,0
1,10,323,0
1,11,333,0
1,12,322,0
1,13,324,0
1,14,455,0
1,15,330,0
1,16,324,0
1,17,322,0
1,18,340,0
1,19,322,0
1,20,327,0
1,21,323,0
1,22,324,0
1,23,441,0
1,24,332,0
1,25,339,0
1,26,450,0
1,27,459,0
1,28,332,0
1,29,453,0
1,30,330,0
1,31,330,0
1,32,333,0
1,33,329,0
1,34,327,0
1,35,324,0
1,36,324,0
1,37,330,0
1,38,434,0
1,39,349,0
1,40,451,0
1,41,459,0
1,42,461,0
1,43,331,0
1,44,331,0
1,45,331,0
1,46,474,0
1,47,350,0
1,48,352,0
1,49,328,0
1,50,464,0
1,51,358,0
1,52,331,0
1,53,320,0
1,54,328,0
1,55,349,0
1,56,352,0
1,57,323,0
1,58,325,0
1,59,329,0
1,60,344,0
1,61,321,0
1,62,455,0
1,63,343,0
1,64,460,0
1,65,447,0
1,66,336,0
1,67,324,0
1,68,351,0
1,69,326,0
1,70,449,0
1,71,331,0
1,72,453,0
1,73,324,0
1,74,335,0
1,75,351,0
1,76,345,0
1,77,333,0
1,78,323,0
1,79,343,0
1,80,328,0
1,81,458,0
1,82,331,0
1,83,439,0
1,84,318,0
1,85,327,0
1,86,330,0
1,87,333,0
1,88,325,0
1,89,323,0
1,90,333,0
1,91,447,0
1,92,466,0
1,93,447,0
1,94,331,0
1,95,327,0
1,96,331,0
1,97,333,0
1,98,326,0
1,99,324,0
1,100,457,0
1,101,332,0
1,102,323,0
1,103,323,0
1,104,320,0
1,105,332,0
1,106,330,0
1,107,327,0
1,108,330,0
1,109,461,0
1,110,326,0
1,111,325,0
1,112,329,0
1,113,326,0
1,114,443,0
1,115,326,0
1,116,334,0
1,117,329,0
1,118,325,0
1,119,328,0
1,120,442,0
1,121,325,0
1,122,347,0
1,123,448,0
1,124,330,0
1,125,336,0
1,126,330,0
1,127,329,0
1,128,332,0
1,129,462,0
1,130,326,0
1,131,333,0
1,132,332,0
1,133,326,0
1,134,334,0
1,135,329,0
1,136,326,0
1,137,327,0
1,138,470,0
1,139,330,0
1,140,327,0
1,141,319,0
1,142,324,0
1,143,323,0
1,144,319,0
1,145,326,0
1,146,320,0
1,147,451,0
1,148,315,0
1,149,341,0
1,150,316,0
1,151,330,0
1,152,332,0
1,153,328,0
1,154,324,0
1,155,331,0
1,156,325,0
1,157,322,0
1,158,324,0
1,159,328,0
1,160,320,0
1,161,326,0
1,162,458,0
1,163,462,0
1,164,327,0
1,165,320,0
1,166,328,0
1,167,331,0
