"Client Nr","Query Number","Execution time","Error"
1,1,72,0
1,2,50,0
1,3,45,0
1,4,46,0
1,5,45,0
1,6,45,0
1,7,46,0
1,8,46,0
1,9,49,0
1,10,48,0
1,11,45,0
1,12,47,0
1,13,47,0
1,14,48,0
1,15,48,0
1,16,46,0
1,17,48,0
1,18,46,0
1,19,46,0
1,20,45,0
1,21,46,0
1,22,48,0
1,23,47,0
1,24,47,0
1,25,47,0
1,26,46,0
1,27,45,0
1,28,48,0
1,29,47,0
1,30,47,0
1,31,47,0
1,32,48,0
1,33,46,0
1,34,46,0
1,35,48,0
1,36,47,0
1,37,47,0
1,38,47,0
1,39,47,0
1,40,46,0
1,41,45,0
1,42,47,0
1,43,47,0
1,44,47,0
1,45,46,0
1,46,45,0
1,47,46,0
1,48,46,0
1,49,47,0
1,50,47,0
1,51,47,0
1,52,46,0
1,53,45,0
1,54,47,0
1,55,47,0
1,56,48,0
1,57,48,0
1,58,47,0
1,59,47,0
1,60,46,0
1,61,47,0
1,62,53,0
1,63,45,0
1,64,47,0
1,65,44,0
1,66,46,0
1,67,48,0
1,68,46,0
1,69,46,0
1,70,43,0
1,71,46,0
1,72,45,0
1,73,47,0
1,74,47,0
1,75,47,0
1,76,48,0
1,77,47,0
1,78,46,0
1,79,46,0
1,80,47,0
1,81,48,0
1,82,46,0
1,83,46,0
1,84,47,0
1,85,45,0
1,86,45,0
1,87,48,0
1,88,46,0
1,89,45,0
1,90,47,0
1,91,47,0
1,92,46,0
1,93,45,0
1,94,46,0
1,95,48,0
1,96,48,0
1,97,46,0
1,98,47,0
1,99,45,0
1,100,43,0
1,101,45,0
1,102,45,0
1,103,46,0
1,104,48,0
1,105,47,0
1,106,47,0
1,107,44,0
1,108,46,0
1,109,46,0
1,110,44,0
1,111,43,0
1,112,42,0
1,113,43,0
1,114,41,0
1,115,42,0
1,116,41,0
1,117,45,0
1,118,44,0
1,119,45,0
1,120,43,0
1,121,43,0
1,122,44,0
1,123,43,0
1,124,42,0
1,125,44,0
1,126,43,0
1,127,43,0
1,128,43,0
1,129,42,0
1,130,43,0
1,131,43,0
1,132,41,0
1,133,44,0
1,134,43,0
1,135,44,0
1,136,43,0
1,137,43,0
1,138,44,0
1,139,43,0
1,140,43,0
1,141,43,0
1,142,44,0
1,143,43,0
1,144,44,0
1,145,44,0
1,146,44,0
1,147,44,0
1,148,44,0
1,149,43,0
1,150,43,0
1,151,44,0
1,152,43,0
1,153,43,0
1,154,43,0
1,155,42,0
1,156,43,0
1,157,44,0
1,158,43,0
1,159,43,0
1,160,45,0
1,161,43,0
1,162,40,0
1,163,43,0
1,164,43,0
1,165,44,0
1,166,43,0
1,167,45,0
1,168,51,0
1,169,45,0
1,170,41,0
1,171,47,0
1,172,43,0
1,173,40,0
1,174,41,0
1,175,40,0
1,176,42,0
1,177,43,0
1,178,44,0
1,179,43,0
1,180,50,0
1,181,42,0
1,182,41,0
1,183,44,0
1,184,43,0
1,185,43,0
1,186,42,0
1,187,43,0
1,188,43,0
1,189,40,0
1,190,42,0
1,191,44,0
1,192,43,0
1,193,42,0
1,194,43,0
1,195,43,0
1,196,43,0
1,197,44,0
1,198,43,0
1,199,41,0
1,200,42,0
1,201,43,0
1,202,43,0
1,203,41,0
1,204,43,0
1,205,43,0
1,206,43,0
1,207,43,0
1,208,44,0
1,209,43,0
1,210,43,0
1,211,42,0
1,212,44,0
1,213,43,0
1,214,44,0
1,215,42,0
1,216,42,0
1,217,44,0
1,218,43,0
1,219,42,0
1,220,43,0
1,221,44,0
1,222,43,0
1,223,43,0
1,224,41,0
1,225,44,0
1,226,42,0
1,227,43,0
1,228,41,0
1,229,41,0
1,230,42,0
1,231,41,0
1,232,43,0
1,233,43,0
1,234,44,0
1,235,43,0
1,236,41,0
1,237,49,0
1,238,41,0
1,239,43,0
1,240,51,0
1,241,50,0
1,242,43,0
1,243,43,0
