"Client Nr","Query Number","Execution time","Error"
1,1,534,0
1,2,449,0
1,3,433,0
1,4,437,0
1,5,439,0
1,6,436,0
1,7,449,0
1,8,446,0
1,9,432,0
1,10,426,0
1,11,446,0
1,12,435,0
1,13,434,0
1,14,437,0
1,15,436,0
1,16,448,0
1,17,461,0
1,18,421,0
1,19,437,0
1,20,453,0
1,21,433,0
1,22,436,0
1,23,457,0
1,24,433,0
1,25,435,0
1,26,434,0
1,27,435,0
1,28,442,0
1,29,455,0
1,30,438,0
1,31,431,0
1,32,470,0
1,33,427,0
1,34,434,0
1,35,439,0
1,36,447,0
1,37,448,0
1,38,455,0
1,39,427,0
1,40,425,0
1,41,442,0
1,42,432,0
1,43,452,0
1,44,437,0
1,45,454,0
1,46,418,0
1,47,427,0
1,48,437,0
1,49,439,0
1,50,443,0
1,51,440,0
1,52,432,0
1,53,435,0
1,54,461,0
1,55,438,0
1,56,432,0
1,57,450,0
1,58,433,0
1,59,443,0
1,60,454,0
1,61,427,0
1,62,422,0
1,63,443,0
1,64,434,0
1,65,443,0
1,66,432,0
1,67,487,0
1,68,422,0
1,69,428,0
1,70,438,0
1,71,440,0
1,72,475,0
1,73,419,0
1,74,434,0
1,75,442,0
1,76,439,0
1,77,439,0
1,78,465,0
1,79,419,0
1,80,434,0
1,81,437,0
1,82,429,0
1,83,448,0
1,84,437,0
1,85,439,0
1,86,442,0
1,87,435,0
1,88,444,0
1,89,446,0
1,90,477,0
1,91,415,0
1,92,428,0
1,93,433,0
1,94,442,0
1,95,465,0
1,96,429,0
1,97,427,0
1,98,436,0
1,99,444,0
1,100,441,0
1,101,481,0
1,102,421,0
1,103,434,0
1,104,450,0
1,105,451,0
1,106,455,0
1,107,443,0
1,108,439,0
1,109,425,0
1,110,436,0
1,111,465,0
1,112,431,0
1,113,421,0
1,114,440,0
1,115,443,0
1,116,454,0
1,117,443,0
1,118,447,0
1,119,428,0
1,120,434,0
1,121,467,0
1,122,423,0
1,123,431,0
1,124,449,0
1,125,442,0
1,126,445,0
1,127,447,0
1,128,445,0
1,129,424,0
1,130,458,0
1,131,464,0
1,132,425,0
1,133,426,0
1,134,493,0
