"Client Nr","Query Index","Execution time","Error"
1,1,182,0
1,2,12528,0
1,3,13,0
1,4,175,0
1,5,22818,0
1,6,178,0
1,7,32,0
1,8,1622,0
1,9,7247,0
1,10,40,0
1,11,5191,0
1,12,1843,0
1,13,22,0
1,14,48,0
1,15,44,0
1,16,22,0
1,17,24,0
