"Client Nr","Query Index","Execution time","Error"
1,1,96,0
1,2,12521,0
1,3,22,0
1,4,312,0
1,5,22306,0
1,6,217,0
1,7,34,0
1,8,1647,0
1,9,7168,0
1,10,35,0
1,11,5375,0
1,12,1954,0
1,13,21,0
1,14,49,0
1,15,47,0
1,16,25,0
1,17,35,0
