QT, "total send out query", "successfully executed query", "queries output an error message", "currentRun"
QT1, 275, 274, 0, 1
QT1, 265, 264, 0, 2
QT1, 265, 264, 0, 3
QT1, 265, 264, 0, 4
QT1, 265, 264, 0, 5
QT1, 265, 264, 0, 6
QT2, 215, 214, 0, 1
QT2, 215, 214, 0, 2
QT2, 215, 214, 0, 3
QT2, 215, 214, 0, 4
QT2, 215, 214, 0, 5
QT2, 214, 213, 0, 6
QT3, 214, 213, 0, 1
QT3, 214, 213, 0, 2
QT3, 218, 217, 0, 3
QT3, 218, 217, 0, 4
QT3, 218, 217, 0, 5
QT3, 218, 217, 0, 6
